,Tweet,Sentiment
21858,yury gazinsky first goal world cup. ft russia saudi arabia. lahm tshabalala marcelo og and gazinskiy. join sunday opener qatar v ecuador?,neutral
21859,. argues at best western criticism decision award game fail distinguish truly repugnant regime merely flaw ones. bad smack blind prejudice.,negative
21860,curious know web projectcompany ad presence upcoming,neutral
21861,fun statistical model probability make round tomorrow team team r qtr semi final win . . . . . . . . . .,neutral
21862,match schedule fifa world cup qatar,neutral
21863,think today day usage go roof! controversial world cup history begin day reinstate back app. cant wait see first tweet back,positive
21864,begin today. copy paste favorite world cup team flag comment randomly nft pas gogogo,neutral
21865,use worker like animal slave hard labor arrest force country. human beings! not animals! even animal treat way!,negative
21866,hotel qatar feature barcodes fan learn islam free stereotypes.,neutral
21867,dreamer jk come jungkook come,positive
21868,group e important spain germany win game japan order advance knockout stage. word samurai blue must face tough matches.,neutral
21869,psa football fan dont let world cup politics stop enjoy real football tune later first game player career mode season real madrid.,positive
21870,argentina go champion!,positive
21871,blame fifa let game go said. clever comment. mean let money keep flow let worker keep die rid country,negative
21872,want see country player . sad be sadden never been. notwithstanding look forward see others play watch pitch.,negative
21873,dday,positive
21874,oh no fyre festival doha edition officially begun!!!!!,negative
21875,help time jk perform qatar world cup everyone tell different time im confused,neutral
21876,md locked! current team fantasy !!,neutral
21877,world cup breed revenge,negative
21878,jordanian social medium influencer ahmad alkhalili wear palestinian flag ahead qatar.,neutral
21879,not really interested but france win,neutral
21880,sneak peak allowlist get free mint sign allowlist dm u eth address mint game tomorrow collect win team amp get,neutral
21881,national flag ornament pillow emblazon image trophy product make yiwu chinas small commodity hub enjoy nearly percent market share world cup merchandise accord yiwu sport good association.,positive
21882,world cup twitter monday ? v,neutral
21883,brazil germany japan south korea.,neutral
21884,time qatar.. ready guys.. guess team win world cup,positive
21885,swiss shop easy ball hard,neutral
21886,eye qatar fifa world cup world ready football spectacle. qatar host world cup achievement pride gulf historic step.,positive
21887,wci first mover advantage. it hit haard get it late! chz,positive
21888,karim benzema world cup,negative
21889,youth future world tomorrow. must put best condition benefit knowledge get. listen conversation .,positive
21890,anyone pick france win change mind benzema hurt?,negative
21891,tournament preview outright top scorer special,neutral
21892,former coach want see one unexpected team go way! share view could happen ? gtgt ltlt,neutral
21893,watch get arrest wear one love band,neutral
21894,since world cup kick today decide prediction group go win world cup,neutral
21895,give u opportunity watch great football player world compete high level best over. be quite simply poetry motion. happy everybody. hope youll enjoy ride much do. fin,positive
21896,decentralize sport bet platform . team kyc prepare mainnet. great world cup support bet products. great excellent project.,positive
21897,new airdrop la liga season pas airdrop reward alpha pas nft airdrop link enter eth address enter email scroll complete task do,neutral
21898,group round start tomorrow chance get early !!! mint next,positive
21899,goal! when pele run hard cut opponent like hot knife butter write eduardo galeano soccer sun shadow inarguably best book ever football writes .,positive
21900,world cup brazil arrive,neutral
21901,france injure player ever world cup. like of christopher nkunku presnel kimpemb karim benzema mike maignan ngolo kant paul pogba not available france might knock early.,negative
21902,happy weekend fam! it ! ? argentina..,positive
21903,pele maradona not see world cup why?,neutral
21904,world cup dairy wales shop easy ball hard,neutral
21905,let go big run think time like right,positive
21906,far big issue not able drink. nice see much reliance drinking though. people go absolutely insane,negative
21907,check full youtube review below. enjoy nice apy stake along cool feature awesome world cup project!,positive
21908,quick sketch arabian casper celebrate,positive
21909,benzema injure giroud likely lead frence line ben yedder replacement,neutral
21910,meh start tomorrow!,neutral
21911,energy,neutral
21912,fifafloki make millionaire world cup. one old fifa token still alive kicking. get ready ride,positive
21913,speak which use long shot fan pick argentina fav. also pair belgium brazil final small piece!,neutral
21914,dreamer jk come jungkook come,positive
21915,france champion,positive
21916,believe entitlement palestinian right,neutral
21917,go without soccer field ?,neutral
21918,world cup hour away!!!!,positive
21919,two game want watch round .,neutral
21920,open match coming! vote qatar.,neutral
21921,it sad cannot focus football know whats even sadder disgust wealthy pig co. put interest wallet human life,negative
21922,yes.. let enjoy world cup fellas!...,positive
21923,event winner group prediction reply telegram post top group fifa world cup nov th. roseon world cup football carnival total prize pools!,neutral
21924,short existence planet bad due fact people die build stadium taint forever. lose life,negative
21925,qatar bring awaited blockbuster year. thriller begin today. please check link detail,positive
21926,unite world,neutral
21927,mosaic reactive red prizm via,neutral
21928,big blow france dream,negative
21929,start today team qatar,neutral
21930,u send vip?,neutral
21931,one day,positive
21932,one. more. sleep!!!!!!!!!!,neutral
21933,world cup start want give prediction team qualify knockout phase opinion,neutral
21934,bet never well coral . new customer . place bet market . free bet pay x coral link . tampcs gambleawear,neutral
